protocol,ring,n,d,rho,lambda_target,pow_bits,sec_mode,hash_profile,soundness_model,query_policy,pow_policy,effective_security_bits,soundness_notes,fold,shift_power,stop_degree,ood_samples,threads,warmup,reps,commit_ms,prove_query_phase_ms,prover_total_ms,verify_ms,serialized_bytes_actual,serialized_kib_actual,verifier_hashes_actual,profile_prover_total_ms,profile_prover_encode_total_ms,profile_prover_merkle_total_ms,profile_prover_transcript_total_ms,profile_prover_fold_total_ms,profile_prover_interpolate_total_ms,profile_prover_query_open_total_ms,profile_prover_ood_total_ms,profile_prover_answer_total_ms,profile_prover_quotient_total_ms,profile_prover_degree_correction_total_ms,profile_prover_accounted_total_ms,profile_prover_unaccounted_total_ms,profile_prover_total_mean_ms,profile_prover_encode_mean_ms,profile_prover_merkle_mean_ms,profile_prover_transcript_mean_ms,profile_prover_fold_mean_ms,profile_prover_interpolate_mean_ms,profile_prover_query_open_mean_ms,profile_prover_ood_mean_ms,profile_prover_answer_mean_ms,profile_prover_quotient_mean_ms,profile_prover_degree_correction_mean_ms,profile_prover_accounted_mean_ms,profile_prover_unaccounted_mean_ms,profile_verify_total_ms,profile_verify_merkle_total_ms,profile_verify_transcript_total_ms,profile_verify_query_total_ms,profile_verify_algebra_total_ms,profile_verify_accounted_total_ms,profile_verify_unaccounted_total_ms,profile_verify_total_mean_ms,profile_verify_merkle_mean_ms,profile_verify_transcript_mean_ms,profile_verify_query_mean_ms,profile_verify_algebra_mean_ms,profile_verify_accounted_mean_ms,profile_verify_unaccounted_mean_ms
"fri9","GR(2^16,162)",243,81,"1/3",128,0,"ConjectureCapacity","STIR_NATIVE","engineering-heuristic-v1","auto_heuristic","fixed_bits",128,"Engineering heuristic only; auto queries follow eta-based schedule with per-round decay. | Effective security bits are reported as lambda_target - pow_bits. | GR shift/quotient/degree-correction soundness is not yet fully formalized.",9,0,9,0,8,1,3,2.302,0.004,233.758,43.767,96888,94.617,8,701.274,529.933,7.508,0.426,116.136,38.556,0.011,0.000,0.000,0.000,0.000,692.569,8.705,233.758,176.644,2.503,0.142,38.712,12.852,0.004,0.000,0.000,0.000,0.000,230.856,2.902,131.302,7.635,0.374,76.229,42.749,126.986,4.316,43.767,2.545,0.125,25.410,14.250,42.329,1.439
"stir9to3","GR(2^16,162)",243,81,"1/3",128,0,"ConjectureCapacity","STIR_NATIVE","engineering-heuristic-v1","auto_heuristic","fixed_bits",128,"Engineering heuristic only; auto queries follow eta-based schedule with per-round decay. | Effective security bits are reported as lambda_target - pow_bits. | GR shift/quotient/degree-correction soundness is not yet fully formalized.",9,3,9,2,8,1,3,111.772,63.816,382.990,466.921,75776,74.000,17,1148.970,726.704,9.728,1.327,114.771,38.840,0.024,186.632,19.907,28.557,7.040,1133.530,15.440,382.990,242.235,3.243,0.442,38.257,12.947,0.008,62.211,6.636,9.519,2.347,377.843,5.147,1400.764,9.595,1.322,86.552,1315.205,1412.674,0.000,466.921,3.198,0.441,28.851,438.402,470.891,0.000
