protocol,ring,n,d,rho,lambda_target,pow_bits,sec_mode,hash_profile,soundness_model,query_policy,pow_policy,effective_security_bits,soundness_notes,fold,shift_power,stop_degree,ood_samples,threads,warmup,reps,commit_ms,prove_query_phase_ms,prover_total_ms,verify_ms,serialized_bytes_actual,serialized_kib_actual,verifier_hashes_actual,profile_prover_total_ms,profile_prover_encode_total_ms,profile_prover_merkle_total_ms,profile_prover_transcript_total_ms,profile_prover_fold_total_ms,profile_prover_interpolate_total_ms,profile_prover_query_open_total_ms,profile_prover_ood_total_ms,profile_prover_answer_total_ms,profile_prover_quotient_total_ms,profile_prover_degree_correction_total_ms,profile_prover_accounted_total_ms,profile_prover_unaccounted_total_ms,profile_prover_total_mean_ms,profile_prover_encode_mean_ms,profile_prover_merkle_mean_ms,profile_prover_transcript_mean_ms,profile_prover_fold_mean_ms,profile_prover_interpolate_mean_ms,profile_prover_query_open_mean_ms,profile_prover_ood_mean_ms,profile_prover_answer_mean_ms,profile_prover_quotient_mean_ms,profile_prover_degree_correction_mean_ms,profile_prover_accounted_mean_ms,profile_prover_unaccounted_mean_ms,profile_verify_total_ms,profile_verify_merkle_total_ms,profile_verify_transcript_total_ms,profile_verify_query_total_ms,profile_verify_algebra_total_ms,profile_verify_accounted_total_ms,profile_verify_unaccounted_total_ms,profile_verify_total_mean_ms,profile_verify_merkle_mean_ms,profile_verify_transcript_mean_ms,profile_verify_query_mean_ms,profile_verify_algebra_mean_ms,profile_verify_accounted_mean_ms,profile_verify_unaccounted_mean_ms
"fri9","GR(2^16,162)",243,81,"1/3",128,0,"ConjectureCapacity","STIR_NATIVE","engineering-heuristic-v1","auto_heuristic","fixed_bits",128,"Engineering heuristic only; auto queries follow eta-based schedule with per-round decay. | Effective security bits are reported as lambda_target - pow_bits. | GR shift/quotient/degree-correction soundness is not yet fully formalized.",9,0,9,0,1,1,3,2.298,0.004,365.490,43.987,96888,94.617,8,1096.469,783.125,7.524,0.384,259.728,38.713,0.011,0.000,0.000,0.000,0.000,1089.484,6.985,365.490,261.042,2.508,0.128,86.576,12.904,0.004,0.000,0.000,0.000,0.000,363.161,2.328,131.962,7.672,0.371,76.582,42.998,127.623,4.339,43.987,2.557,0.124,25.527,14.333,42.541,1.446
"stir9to3","GR(2^16,162)",243,81,"1/3",128,0,"ConjectureCapacity","STIR_NATIVE","engineering-heuristic-v1","auto_heuristic","fixed_bits",128,"Engineering heuristic only; auto queries follow eta-based schedule with per-round decay. | Effective security bits are reported as lambda_target - pow_bits. | GR shift/quotient/degree-correction soundness is not yet fully formalized.",9,3,9,2,1,1,3,175.811,63.926,520.870,605.392,75776,74.000,17,1562.609,995.745,9.284,1.274,259.589,38.990,0.023,186.945,19.872,28.709,7.167,1547.597,15.012,520.870,331.915,3.095,0.425,86.530,12.997,0.008,62.315,6.624,9.570,2.389,515.866,5.004,1816.175,9.295,1.276,86.744,1730.896,1828.212,0.000,605.392,3.098,0.425,28.915,576.965,609.404,0.000
